cveid,pub_time,vul_level,source,status,fixed_version,binary,architecture,vul_name,score,vul_category,description,cve_description,utsa_id
CVE-2022-37454,2022-10-21,critical,python2.7,unaffected,,,"X86,MIPS,ARM",,9.8,,,The Keccak XKCP SHA-3 reference implementation before fdc6fef has an integer overflow and resultant buffer overflow that allows attackers to execute arbitrary code or eliminate expected cryptographic properties. This occurs in the sponge function interface.,
CVE-2022-26488,2022-03-07,high,python2.7,unaffected,,,"X86,MIPS,ARM",,7,,,"In Python before 3.10.3 on Windows, local users can gain privileges because the search path is inadequately secured. The installer may allow a local attacker to add user-writable directories to the system search path. To exploit, an administrator must have installed Python for all users and enabled PATH entries. A non-administrative user can trigger a repair that incorrectly adds user-writable paths into PATH, enabling search-path hijacking of other users and system services. This affects Python (CPython) through 3.7.12, 3.8.x through 3.8.12, 3.9.x through 3.9.10, and 3.10.x through 3.10.2.",
CVE-2022-0391,2022-02-09,high,python2.7,fixed,2.7.16.12-deepin1,,"X86,MIPS,ARM",,7.5,,,"A flaw was found in Python, specifically within the urllib.parse module. This module helps break Uniform Resource Locator (URL) strings into components. The issue involves how the urlparse method does not sanitize input and allows characters like '\r' and '\n' in the URL path. This flaw allows an attacker to input a crafted URL, leading to injection attacks. This flaw affects Python versions prior to 3.10.0b1, 3.9.5, 3.8.11, 3.7.11 and 3.6.14.",UTSA-2023-002854
CVE-2021-3737,2022-03-04,high,python2.7,fixed,2.7.16.9-deepin1,,"X86,MIPS,ARM",,7.5,,,"A flaw was found in python. An improperly handled HTTP response in the HTTP client code of python may allow a remote attacker, who controls the HTTP server, to make the client script enter an infinite loop, consuming CPU time. The highest threat from this vulnerability is to system availability.",UTSA-2023-001618
CVE-2021-3733,2022-03-07,medium,python2.7,fixed,2.7.16.9-deepin1,,"X86,MIPS,ARM",,6.5,,,"There's a flaw in urllib's AbstractBasicAuthHandler class. An attacker who controls a malicious HTTP server that an HTTP client (such as web browser) connects to, could trigger a Regular Expression Denial of Service (ReDOS) during an authentication request with a specially crafted payload that is sent by the server to the client. The greatest threat that this flaw poses is to application availability.",UTSA-2023-001619
CVE-2021-29921,2021-05-06,critical,python2.7,unaffected,,,"X86,MIPS,ARM",,9.8,,,"In Python before 3,9,5, the ipaddress library mishandles leading zero characters in the octets of an IP address string. This (in some situations) allows attackers to bypass access control that is based on IP addresses.",
CVE-2020-26116,2020-09-26,high,python2.7,fixed,2.7.16.9-deepin1,,"X86,MIPS,ARM",,7.2,,,"http.client in Python 3.x before 3.5.10, 3.6.x before 3.6.12, 3.7.x before 3.7.9, and 3.8.x before 3.8.5 allows CRLF injection if the attacker controls the HTTP request method, as demonstrated by inserting CR and LF control characters in the first argument of HTTPConnection.request.",UTSA-2023-001620
CVE-2020-24736,2023-04-11,medium,sqlite3,unaffected,,,"X86,MIPS,ARM",,5.5,,,Buffer Overflow vulnerability found in SQLite3 v.3.27.1 and before allows a local attacker to cause a denial of service via a crafted script.,
CVE-2023-1859,2023-05-17,medium,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,4.7,,,"A use-after-free flaw was found in xen_9pfs_front_removet in net/9p/trans_xen.c in Xen transport for 9pfs in the Linux Kernel. This flaw could allow a local attacker to crash the system due to a race problem, possibly leading to a kernel information leak.",UTSA-2023-002769
CVE-2023-1855,2023-04-05,medium,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,6.3,,,A use-after-free flaw was found in xgene_hwmon_remove in drivers/hwmon/xgene-hwmon.c in the Hardware Monitoring Linux Kernel Driver (xgene-hwmon). This flaw could allow a local attacker to crash the system due to a race problem. This vulnerability could even lead to a kernel information leak problem.,UTSA-2023-002770
CVE-2022-4899,2023-03-31,high,libzstd,unaffected,,,"X86,MIPS,ARM",,7.5,,,"A vulnerability was found in zstd v1.4.10, where an attacker can supply empty string as an argument to the command line tool to cause buffer overrun.",
CVE-2023-28879,2023-03-31,critical,ghostscript,fixed,9.27~dfsg.7-deepin1,,"X86,MIPS,ARM",,9.8,,,"In Artifex Ghostscript through 10.01.0, there is a buffer overflow leading to potential corruption of data internal to the PostScript interpreter, in base/sbcp.c. This affects BCPEncode, BCPDecode, TBCPEncode, and TBCPDecode. If the write buffer is filled to one byte less than full, and one then tries to write an escaped character, two bytes are written.",UTSA-2023-001175
CVE-2023-1637,2023-03-27,medium,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,5.5,,,A flaw that boot CPU could be vulnerable for the speculative execution behavior kind of attacks in the Linux kernel X86 CPU Power management options functionality was found in the way user resuming CPU from suspend-to-RAM. A local user could use this flaw to potentially get unauthorized access to some memory of the CPU similar to the speculative execution behavior kind of attacks.,UTSA-2023-002771
CVE-2021-3923,2023-03-27,low,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,2.3,,,"A flaw was found in the Linux kernel's implementation of RDMA over infiniband. An attacker with a privileged local account can leak kernel stack information when issuing commands to the /dev/infiniband/rdma_cm device node. While this access is unlikely to leak sensitive user information, it can be further used to defeat existing kernel protection mechanisms.",UTSA-2023-002772
CVE-2023-28642,2023-03-29,high,runc,fixed,1.0.0.1-deepin1,,"X86,MIPS,ARM",,7.8,,,"runc is a CLI tool for spawning and running containers according to the OCI specification. It was found that AppArmor can be bypassed when `/proc` inside the container is symlinked with a specific mount configuration. This issue has been fixed in runc version 1.1.5, by prohibiting symlinked `/proc`. See PR #3785 for details. users are advised to upgrade. Users unable to upgrade should avoid using an untrusted container image.

",UTSA-2023-001497
CVE-2023-1393,2023-03-30,high,xorg-server,fixed,2:1.20.4.61-1+dde,,"X86,MIPS,ARM",,7.8,,,"A flaw was found in X.Org Server Overlay Window. A Use-After-Free may lead to local privilege escalation. If a client explicitly destroys the compositor overlay window (aka COW), the Xserver would leave a dangling pointer to that window in the CompScreen structure, which will trigger a use-after-free later.",UTSA-2023-001498
CVE-2023-0466,2023-03-28,medium,openssl,fixed,1.1.1d.18-deepin1,,"X86,MIPS,ARM",,5.3,,,"The function X509_VERIFY_PARAM_add0_policy() is documented to
implicitly enable the certificate policy check when doing certificate
verification. However the implementation of the function does not
enable the check which allows certificates with invalid or incorrect
policies to pass the certificate verification.

As suddenly enabling the policy check could break existing deployments it was
decided to keep the existing behavior of the X509_VERIFY_PARAM_add0_policy()
function.

Instead the applications that require OpenSSL to perform certificate
policy check need to use X509_VERIFY_PARAM_set1_policies() or explicitly
enable the policy check by calling X509_VERIFY_PARAM_set_flags() with
the X509_V_FLAG_POLICY_CHECK flag argument.

Certificate policy checks are disabled by default in OpenSSL and are not
commonly used by applications.",UTSA-2023-001720
CVE-2023-0465,2023-03-28,medium,openssl,fixed,1.1.1d.18-deepin1,,"X86,MIPS,ARM",,5.3,,,"Applications that use a non-default option when verifying certificates may be
vulnerable to an attack from a malicious CA to circumvent certain checks.

Invalid certificate policies in leaf certificates are silently ignored by
OpenSSL and other certificate policy checks are skipped for that certificate.
A malicious CA could use this to deliberately assert invalid certificate policies
in order to circumvent policy checking on the certificate altogether.

Policy processing is disabled by default but can be enabled by passing
the `-policy' argument to the command line utilities or by calling the
`X509_VERIFY_PARAM_set1_policies()' function.",UTSA-2023-001721
CVE-2023-28708,2023-03-22,medium,tomcat9,fixed,9.0.31.7-deepin1,,"X86,MIPS,ARM",,4.3,,,"
When using the RemoteIpFilter with requests received from a    reverse proxy via HTTP that include the X-Forwarded-Proto    header set to https, session cookies created by Apache Tomcat 11.0.0-M1 to 11.0.0.-M2, 10.1.0-M1 to 10.1.5, 9.0.0-M1 to 9.0.71 and 8.5.0 to 8.5.85 did not include the secure attribute. This could result in the user agent transmitting the session cookie over an insecure channel.







",UTSA-2023-001375
CVE-2023-0464,2023-03-22,high,openssl,fixed,1.1.1d.18-deepin1,,"X86,MIPS,ARM",,7.5,,,"A security vulnerability has been identified in all supported versions

of OpenSSL related to the verification of X.509 certificate chains
that include policy constraints.  Attackers may be able to exploit this
vulnerability by creating a malicious certificate chain that triggers
exponential use of computational resources, leading to a denial-of-service
(DoS) attack on affected systems.

Policy processing is disabled by default but can be enabled by passing
the `-policy' argument to the command line utilities or by calling the
`X509_VERIFY_PARAM_set1_policies()' function.",UTSA-2023-001722
CVE-2023-28328,2023-04-19,medium,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,5.5,,,A NULL pointer dereference flaw was found in the az6027 driver in drivers/media/usb/dev-usb/az6027.c in the Linux Kernel. The message from user space is not checked properly before transferring into the device. This flaw allows a local user to crash the system or potentially cause a denial of service.,UTSA-2023-002773
CVE-2023-1382,2023-04-19,medium,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,4.7,,,"A data race flaw was found in the Linux kernel, between where con is allocated and con->sock is set. This issue leads to a NULL pointer dereference when accessing con->sock->sk in net/tipc/topsrv.c in the tipc protocol in the Linux kernel.",UTSA-2023-002774
CVE-2023-1380,2023-03-27,high,kernel-4.19,unaffected,,,"X86,MIPS,ARM",,7.1,,,"A slab-out-of-bound read problem was found in brcmf_get_assoc_ies in drivers/net/wireless/broadcom/brcm80211/brcmfmac/cfg80211.c in the Linux Kernel. This issue could occur when assoc_info->req_len data is bigger than the size of the buffer, defined as WL_EXTRA_BUF_MAX, leading to a denial of service.",
CVE-2023-27538,2023-03-30,medium,curl,fixed,7.64.1.16-deepin1,,"X86,MIPS,ARM",,5.5,,,"An authentication bypass vulnerability exists in libcurl prior to v8.0.0 where it reuses a previously established SSH connection despite the fact that an SSH option was modified, which should have prevented reuse. libcurl maintains a pool of previously used connections to reuse them for subsequent transfers if the configurations match. However, two SSH settings were omitted from the configuration check, allowing them to match easily, potentially leading to the reuse of an inappropriate connection.",UTSA-2023-001376
CVE-2023-27537,2023-03-30,medium,curl,unaffected,,,"X86,MIPS,ARM",,5.9,,,"A double free vulnerability exists in libcurl <8.0.0 when sharing HSTS data between separate ""handles"". This sharing was introduced without considerations for do this sharing across separate threads but there was no indication of this fact in the documentation. Due to missing mutexes or thread locks, two threads sharing the same HSTS data could end up doing a double-free or use-after-free.",
CVE-2023-27536,2023-03-30,medium,curl,fixed,7.64.1.16-deepin1,,"X86,MIPS,ARM",,5.9,,,An authentication bypass vulnerability exists libcurl <8.0.0 in the connection reuse feature which can reuse previously established connections with incorrect user permissions due to a failure to check for changes in the CURLOPT_GSSAPI_DELEGATION option. This vulnerability affects krb5/kerberos/negotiate/GSSAPI transfers and could potentially result in unauthorized access to sensitive information. The safest option is to not reuse connections if the CURLOPT_GSSAPI_DELEGATION option has been changed.,UTSA-2023-001377
CVE-2023-27535,2023-03-30,medium,curl,fixed,7.64.1.16-deepin1,,"X86,MIPS,ARM",,5.9,,,"An authentication bypass vulnerability exists in libcurl <8.0.0 in the FTP connection reuse feature that can result in wrong credentials being used during subsequent transfers. Previously created connections are kept in a connection pool for reuse if they match the current setup. However, certain FTP settings such as CURLOPT_FTP_ACCOUNT, CURLOPT_FTP_ALTERNATIVE_TO_USER, CURLOPT_FTP_SSL_CCC, and CURLOPT_USE_SSL were not included in the configuration match checks, causing them to match too easily. This could lead to libcurl using the wrong credentials when performing a transfer, potentially allowing unauthorized access to sensitive information.",UTSA-2023-001378
CVE-2023-27533,2023-03-30,high,curl,fixed,7.64.1.16-deepin1,,"X86,MIPS,ARM",,8.8,,,"A vulnerability in input validation exists in curl <8.0 during communication using the TELNET protocol may allow an attacker to pass on maliciously crafted user name and ""telnet options"" during server negotiation. The lack of proper input scrubbing allows an attacker to send content or perform option negotiation without the application's intent. This vulnerability could be exploited if an application allows user input, thereby enabling attackers to execute arbitrary code on the system.",UTSA-2023-001379
CVE-2023-28531,2023-03-16,critical,openssh,unaffected,,,"X86,MIPS,ARM",,9.8,,,ssh-add in OpenSSH before 9.3 adds smartcard keys to ssh-agent without the intended per-hop destination constraints. The earliest affected version is 8.9.,
CVE-2022-31253,2022-11-09,high,openldap,unaffected,,,"X86,MIPS,ARM",,7.8,,,"A Untrusted Search Path vulnerability in openldap2 of openSUSE Factory allows local attackers with control of the ldap user or group to change ownership of arbitrary directory entries to this user/group, leading to escalation to root. This issue affects: openSUSE Factory openldap2 versions prior to 2.6.3-404.1.",
CVE-2023-26464,2023-03-10,high,apache-log4j1.2,unaffected,,,"X86,MIPS,ARM",,7.5,,,"** UNSUPPORTED WHEN ASSIGNED **

When using the Chainsaw or SocketAppender components with Log4j 1.x on JRE less than 1.7, an attacker that manages to cause a logging entry involving a specially-crafted (ie, deeply nested) 
hashmap or hashtable (depending on which logging component is in use) to be processed could exhaust the available memory in the virtual machine and achieve Denial of Service when the object is deserialized.

This issue affects Apache Log4j before 2. Affected users are recommended to update to Log4j 2.x.

NOTE: This vulnerability only affects products that are no longer supported by the maintainer.




",
CVE-2021-40226,2022-11-10,high,poppler,unaffected,,,"X86,MIPS,ARM",,7.5,,,xpdfreader 4.03 is vulnerable to Buffer Overflow.,
CVE-2021-37311,2023-02-03,high,fcitx,unaffected,,,"X86,MIPS,ARM",,7.5,,,Buffer Overflow vulnerability in fcitx5 5.0.8 allows attackers to cause a denial of service via crafted message to the application's listening port.,
CVE-2020-19824,2023-02-17,high,mpv,unaffected,,,"X86,MIPS,ARM",,7,,,An issue in MPV v.0.29.1 fixed in v0.30 allows attackers to execute arbitrary code and crash program via the ao_c parameter.,
CVE-2018-25078,2023-01-25,high,man-db,unaffected,,,"X86,MIPS,ARM",,7.8,,,"man-db before 2.8.5 on Gentoo allows local users (with access to the man user account) to gain root privileges because /usr/bin/mandb is executed by root but not owned by root. (Also, the owner can strip the setuid and setgid bits.)",
CVE-2023-27522,2023-03-07,high,apache2,fixed,2.4.41.8-1,,"X86,MIPS,ARM",,7.5,,,"HTTP Response Smuggling vulnerability in Apache HTTP Server via mod_proxy_uwsgi. This issue affects Apache HTTP Server: from 2.4.30 through 2.4.55.

Special characters in the origin response header can truncate/split the response forwarded to the client.


",UTSA-2023-001678
CVE-2023-25690,2023-03-07,critical,apache2,fixed,2.4.41.8-1,,"X86,MIPS,ARM",,9.8,,,"Some mod_proxy configurations on Apache HTTP Server versions 2.4.0 through 2.4.55 allow a HTTP Request Smuggling attack.




Configurations are affected when mod_proxy is enabled along with some form of RewriteRule
 or ProxyPassMatch in which a non-specific pattern matches
 some portion of the user-supplied request-target (URL) data and is then
 re-inserted into the proxied request-target using variable 
substitution. For example, something like:




RewriteEngine on
RewriteRule ""^/here/(.*)"" ""http://example.com:8080/elsewhere?$1""; [P]
ProxyPassReverse /here/ http://example.com:8080/


Request splitting/smuggling could result in bypass of access controls in the proxy server, proxying unintended URLs to existing origin servers, and cache poisoning. Users are recommended to update to at least version 2.4.56 of Apache HTTP Server.


",UTSA-2023-001679
CVE-2023-1161,2023-03-06,high,wireshark,fixed,2.6.20.3-deepin1,,"X86,MIPS,ARM",,7.1,,,ISO 15765 and ISO 10681 dissector crash in Wireshark 4.0.0 to 4.0.3 and 3.6.0 to 3.6.11 allows denial of service via packet injection or crafted capture file,UTSA-2023-001380
CVE-2022-47665,2023-03-03,high,libde265,fixed,1.0.11.1-deepin1,,"X86,MIPS,ARM",,7.8,,,"Libde265 1.0.9 has a heap buffer overflow vulnerability in de265_image::set_SliceAddrRS(int, int, int)",UTSA-2023-000539
CVE-2022-47664,2023-03-03,high,libde265,fixed,1.0.11.1-deepin1,,"X86,MIPS,ARM",,7.8,,,Libde265 1.0.9 is vulnerable to Buffer Overflow in ff_hevc_put_hevc_qpel_pixels_8_sse,UTSA-2023-000540
CVE-2023-25363,2023-03-02,high,webkit2gtk,fixed,2.38.5-1~deb10u1,,"X86,MIPS,ARM",,8.8,,,A use-after-free vulnerability in WebCore::RenderLayer::updateDescendantDependentFlags in WebKitGTK before 2.36.8 allows attackers to execute code remotely.,UTSA-2023-000541
CVE-2023-25362,2023-03-02,high,webkit2gtk,fixed,2.38.5-1~deb10u1,,"X86,MIPS,ARM",,8.8,,,A use-after-free vulnerability in WebCore::RenderLayer::repaintBlockSelectionGaps in WebKitGTK before 2.36.8 allows attackers to execute code remotely.,UTSA-2023-000542
CVE-2023-25361,2023-03-02,high,webkit2gtk,fixed,2.38.5-1~deb10u1,,"X86,MIPS,ARM",,8.8,,,A use-after-free vulnerability in WebCore::RenderLayer::setNextSibling in WebKitGTK before 2.36.8 allows attackers to execute code remotely.,UTSA-2023-000543
CVE-2023-25360,2023-03-02,high,webkit2gtk,fixed,2.38.5-1~deb10u1,,"X86,MIPS,ARM",,8.8,,,A use-after-free vulnerability in WebCore::RenderLayer::renderer in WebKitGTK before 2.36.8 allows attackers to execute code remotely.,UTSA-2023-000544
CVE-2023-25358,2023-03-02,high,webkit2gtk,fixed,2.38.5-1~deb10u1,,"X86,MIPS,ARM",,8.8,,,A use-after-free vulnerability in WebCore::RenderLayer::addChild in WebKitGTK before 2.36.8 allows attackers to execute code remotely.,UTSA-2023-000545
CVE-2023-27561,2023-03-03,high,runc,fixed,1.0.0.1-deepin1,,"X86,MIPS,ARM",,7,,,"runc through 1.1.4 has Incorrect Access Control leading to Escalation of Privileges, related to libcontainer/rootfs_linux.go. To exploit this, an attacker must be able to spawn two containers with custom volume-mount configurations, and be able to run custom images. NOTE: this issue exists because of a CVE-2019-19921 regression.",UTSA-2023-001499
CVE-2023-1175,2023-03-04,medium,vim,fixed,2:8.1.0875.35-deepin1,,"X86,MIPS,ARM",,6.6,,,Incorrect Calculation of Buffer Size in GitHub repository vim/vim prior to 9.0.1378.,UTSA-2023-001680
CVE-2023-26604,2023-03-03,high,systemd,fixed,241.50-1+deepin1,,"X86,MIPS,ARM",,7.8,,,"systemd before 247 does not adequately block local privilege escalation for some Sudo configurations, e.g., plausible sudoers files in which the ""systemctl status"" command may be executed. Specifically, systemd does not set LESSSECURE to 1, and thus other programs may be launched from the less program. This presents a substantial security risk when running systemctl from Sudo, because less executes as root when the terminal size is too small to show the complete systemctl output.",UTSA-2023-001145
CVE-2023-1095,2023-02-28,medium,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,5.5,,,"In nf_tables_updtable, if nf_tables_table_enable returns an error, nft_trans_destroy is called to free the transaction object. nft_trans_destroy() calls list_del(), but the transaction was never placed on a list -- the list head is all zeroes, this results in a NULL pointer dereference.",UTSA-2023-002775
CVE-2023-1079,2023-03-27,medium,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,6.8,,,"A flaw was found in the Linux kernel. A use-after-free may be triggered in asus_kbd_backlight_set when plugging/disconnecting in a malicious USB device, which advertises itself as an Asus device. Similarly to the previous known CVE-2023-25012, but in asus devices, the work_struct may be scheduled by the LED controller while the device is disconnecting, triggering a use-after-free on the struct asus_kbd_leds *led structure. A malicious USB device may exploit the issue to cause memory corruption with controlled data.",UTSA-2023-002776
CVE-2023-1077,2023-03-27,high,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,7,,,"In the Linux kernel, pick_next_rt_entity() may return a type confused entry, not detected by the BUG_ON condition, as the confused entry will not be NULL, but list_head.The buggy error condition would lead to a type confused entry with the list head,which would then be used as a type confused sched_rt_entity,causing memory corruption.",UTSA-2023-002686
CVE-2023-1074,2023-03-27,medium,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,5.5,,,"A memory leak flaw was found in the Linux kernel's Stream Control Transmission Protocol. This issue may occur when a user starts a malicious networking service and someone connects to this service. This could allow a local user to starve resources, causing a denial of service.",UTSA-2023-002777
CVE-2023-1073,2023-03-27,medium,kernel-4.19,fixed,4.19.90-5069,,"X86,MIPS,ARM",,6.6,,,A memory corruption flaw was found in the Linux kernel’s human interface device (HID) subsystem in how a user inserts a malicious USB device. This flaw allows a local user to crash or potentially escalate their privileges on the system.,UTSA-2023-002778
CVE-2023-0461,2023-02-28,high,kernel-4.19,unaffected,,,"X86,MIPS,ARM",,7.8,,,"There is a use-after-free vulnerability in the Linux Kernel which can be exploited to achieve local privilege escalation. To reach the vulnerability kernel configuration flag CONFIG_TLS or CONFIG_XFRM_ESPINTCP has to be configured, but the operation does not require any privilege.

There is a use-after-free bug of icsk_ulp_data of a struct inet_connection_sock.

When CONFIG_TLS is enabled, user can install a tls context (struct tls_context) on a connected tcp socket. The context is not cleared if this socket is disconnected and reused as a listener. If a new socket is created from the listener, the context is inherited and vulnerable.

The setsockopt TCP_ULP operation does not require any privilege.

We recommend upgrading past commit 2c02d41d71f90a5168391b6a5f2954112ba2307c",
CVE-2022-4645,2023-03-03,medium,tiff,fixed,4.1.0.7-1+deepin,,"X86,MIPS,ARM",,5.5,,,"LibTIFF 4.4.0 has an out-of-bounds read in tiffcp in tools/tiffcp.c:948, allowing attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit e8131125.",UTSA-2023-001834
CVE-2023-26463,2023-04-14,critical,strongswan,unaffected,,,"X86,MIPS,ARM",,9.8,,,"strongSwan 5.9.8 and 5.9.9 potentially allows remote code execution because it uses a variable named ""public"" for two different purposes within the same function. There is initially incorrect access control, later followed by an expired pointer dereference. One attack vector is sending an untrusted client certificate during EAP-TLS. A server is affected only if it loads plugins that implement TLS-based EAP methods (EAP-TLS, EAP-TTLS, EAP-PEAP, or EAP-TNC). This is fixed in 5.9.10.",
CVE-2023-25221,2023-03-01,high,libde265,fixed,1.0.11.1-deepin1,,"X86,MIPS,ARM",,7.8,,,Libde265 v1.0.10 was discovered to contain a heap-buffer-overflow vulnerability in the derive_spatial_luma_vector_prediction function in motion.cc.,UTSA-2023-000546
CVE-2023-24758,2023-03-01,medium,libde265,fixed,1.0.11.1-deepin1,,"X86,MIPS,ARM",,5.5,,,libde265 v1.0.10 was discovered to contain a NULL pointer dereference in the ff_hevc_put_weighted_pred_avg_8_sse function at sse-motion.cc. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted input file.,UTSA-2023-000547
CVE-2023-24757,2023-03-01,medium,libde265,fixed,1.0.11.1-deepin1,,"X86,MIPS,ARM",,5.5,,,libde265 v1.0.10 was discovered to contain a NULL pointer dereference in the put_unweighted_pred_16_fallback function at fallback-motion.cc. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted input file.,UTSA-2023-000548
CVE-2023-24756,2023-03-01,medium,libde265,fixed,1.0.11.1-deepin1,,"X86,MIPS,ARM",,5.5,,,libde265 v1.0.10 was discovered to contain a NULL pointer dereference in the ff_hevc_put_unweighted_pred_8_sse function at sse-motion.cc. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted input file.,UTSA-2023-000549
CVE-2023-24755,2023-03-01,medium,libde265,fixed,1.0.11.1-deepin1,,"X86,MIPS,ARM",,5.5,,,libde265 v1.0.10 was discovered to contain a NULL pointer dereference in the put_weighted_pred_8_fallback function at fallback-motion.cc. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted input file.,UTSA-2023-000550
CVE-2023-24754,2023-03-01,medium,libde265,fixed,1.0.11.1-deepin1,,"X86,MIPS,ARM",,5.5,,,libde265 v1.0.10 was discovered to contain a NULL pointer dereference in the ff_hevc_put_weighted_pred_avg_8_sse function at sse-motion.cc. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted input file.,UTSA-2023-000551
CVE-2023-24752,2023-03-01,medium,libde265,fixed,1.0.11.1-deepin1,,"X86,MIPS,ARM",,5.5,,,libde265 v1.0.10 was discovered to contain a NULL pointer dereference in the ff_hevc_put_hevc_epel_pixels_8_sse function at sse-motion.cc. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted input file.,UTSA-2023-000552
CVE-2023-24751,2023-03-01,medium,libde265,fixed,1.0.11.1-deepin1,,"X86,MIPS,ARM",,6.5,,,libde265 v1.0.10 was discovered to contain a NULL pointer dereference in the mc_chroma function at motion.cc. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted input file.,UTSA-2023-000553
CVE-2023-1127,2023-03-01,high,vim,unaffected,,,"X86,MIPS,ARM",,7.8,,,Divide By Zero in GitHub repository vim/vim prior to 9.0.1367.,
CVE-2023-27320,2023-02-28,high,sudo,unaffected,,,"X86,MIPS,ARM",,7.2,,,Sudo before 1.9.13p2 has a double free in the per-command chroot feature.,
CVE-2021-32142,2023-02-17,high,libraw,fixed,0.19.2.2-deepin1,,"X86,MIPS,ARM",,7.8,,,"Buffer Overflow vulnerability in LibRaw linux/unix v0.20.0 allows attacker to escalate privileges via the LibRaw_buffer_datastream::gets(char*, int) in /src/libraw/src/libraw_datastream.cpp.",UTSA-2023-001621
CVE-2022-47015,2023-01-20,medium,mariadb-10.3,fixed,1:10.3.39.1-deepin1,,"X86,MIPS,ARM",,6.5,,,MariaDB Server before 10.3.34 thru 10.9.3 is vulnerable to Denial of Service. It is possible for function spider_db_mbase::print_warnings to dereference a null pointer.,UTSA-2023-002964
CVE-2023-23529,2023-02-27,high,webkit2gtk,fixed,2.38.5-1~deb10u1,,"X86,MIPS,ARM",,8.8,,,"A type confusion issue was addressed with improved checks. This issue is fixed in iOS 15.7.4 and iPadOS 15.7.4, iOS 16.3.1 and iPadOS 16.3.1, macOS Ventura 13.2.1, Safari 16.3. Processing maliciously crafted web content may lead to arbitrary code execution. Apple is aware of a report that this issue may have been actively exploited.",UTSA-2023-000554
CVE-2022-4904,2023-03-06,high,c-ares,fixed,1.14.0.2-deepin1,,"X86,MIPS,ARM",,8.6,,,"A flaw was found in the c-ares package. The ares_set_sortlist is missing checks about the validity of the input string, which allows a possible arbitrary length stack overflow. This issue may cause a denial of service or a limited impact on confidentiality and integrity.",UTSA-2023-000385
CVE-2023-23916,2023-02-23,medium,curl,fixed,7.64.1.15-deepin1,,"X86,MIPS,ARM",,6.5,,,"An allocation of resources without limits or throttling vulnerability exists in curl <v7.88.0 based on the ""chained"" HTTP compression algorithms, meaning that a server response can be compressed multiple times and potentially with differentalgorithms. The number of acceptable ""links"" in this ""decompression chain"" wascapped, but the cap was implemented on a per-header basis allowing a maliciousserver to insert a virtually unlimited number of compression steps simply byusing many headers. The use of such a decompression chain could result in a ""malloc bomb"", making curl end up spending enormous amounts of allocated heap memory, or trying to and returning out of memory errors.",UTSA-2023-000555
CVE-2023-23915,2023-02-23,medium,curl,unaffected,,,"X86,MIPS,ARM",,6.5,,,"A cleartext transmission of sensitive information vulnerability exists in curl <v7.88.0 that could cause HSTS functionality to behave incorrectly when multiple URLs are requested in parallel. Using its HSTS support, curl can be instructed to use HTTPS instead of using an insecure clear-text HTTP step even when HTTP is provided in the URL. This HSTS mechanism would however surprisingly fail when multiple transfers are done in parallel as the HSTS cache file gets overwritten by the most recentlycompleted transfer. A later HTTP-only transfer to the earlier host name would then *not* get upgraded properly to HSTS.",
CVE-2023-23914,2023-02-23,critical,curl,unaffected,,,"X86,MIPS,ARM",,9.1,,,"A cleartext transmission of sensitive information vulnerability exists in curl <v7.88.0 that could cause HSTS functionality fail when multiple URLs are requested serially. Using its HSTS support, curl can be instructed to use HTTPS instead of usingan insecure clear-text HTTP step even when HTTP is provided in the URL. ThisHSTS mechanism would however surprisingly be ignored by subsequent transferswhen done on the same command line because the state would not be properlycarried on.",
CVE-2023-0804,2023-02-13,medium,tiff,fixed,4.1.0.8-1+deepin,,"X86,MIPS,ARM",,5.5,,,"LibTIFF 4.4.0 has an out-of-bounds write in tiffcrop in tools/tiffcrop.c:3609, allowing attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit 33aee127.",UTSA-2023-000556
CVE-2023-0803,2023-02-13,medium,tiff,fixed,4.1.0.8-1+deepin,,"X86,MIPS,ARM",,5.5,,,"LibTIFF 4.4.0 has an out-of-bounds write in tiffcrop in tools/tiffcrop.c:3516, allowing attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit 33aee127.",UTSA-2023-000557
