cveid,pub_time,vul_level,source,status,fixed_version,binary,architecture,vul_name,score,vul_category,description,cve_description,utsa_id
CVE-2022-21125,2022-06-15,medium,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,5.5,,,Incomplete cleanup of microarchitectural fill buffers on some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,UTSA-2022-000667
CVE-2022-21123,2022-06-15,medium,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,5.5,,,Incomplete cleanup of multi-core shared buffers for some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,UTSA-2022-000668
CVE-2022-2320,2022-09-01,high,xorg-server,fixed,2:1.20.4.30-1+dde,,"X86,MIPS,ARM",,7.8,,,"A flaw was found in the Xorg-x11-server. The specific flaw exists within the handling of ProcXkbSetDeviceInfo requests. The issue results from the lack of proper validation of user-supplied data, which can result in a memory access past the end of an allocated buffer. This flaw allows an attacker to escalate privileges and execute arbitrary code in the context of root.",UTSA-2022-000669
CVE-2022-2319,2022-09-01,high,xorg-server,fixed,2:1.20.4.30-1+dde,,"X86,MIPS,ARM",,7.8,,,A flaw was found in the Xorg-x11-server. An out-of-bounds access issue can occur in the ProcXkbSetGeometry function due to improper validation of the request length.,UTSA-2022-000670
CVE-2022-2345,2022-07-08,high,vim,fixed,2:8.1.0875.28-1+dde,,"X86,MIPS,ARM",,7.8,,,Use After Free in GitHub repository vim/vim prior to 9.0.0046.,UTSA-2022-000396
CVE-2022-2344,2022-07-08,high,vim,fixed,2:8.1.0875.28-1+dde,,"X86,MIPS,ARM",,7.8,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 9.0.0045.,UTSA-2022-000397
CVE-2022-2097,2022-07-05,medium,openssl,fixed,1.1.1d.17-deepin1,,"X86,MIPS,ARM",,5.3,,,"AES OCB mode for 32-bit x86 platforms using the AES-NI assembly optimised implementation will not encrypt the entirety of the data under some circumstances. This could reveal sixteen bytes of data that was preexisting in the memory that wasn't written. In the special case of ""in place"" encryption, sixteen bytes of the plaintext would be revealed. Since OpenSSL does not support OCB based cipher suites for TLS and DTLS, they are both unaffected. Fixed in OpenSSL 3.0.5 (Affected 3.0.0-3.0.4). Fixed in OpenSSL 1.1.1q (Affected 1.1.1-1.1.1p).",UTSA-2023-001752
CVE-2022-32091,2022-07-01,high,mariadb-10.3,fixed,1:10.3.36-0+deb10u2,,"X86,MIPS,ARM",,7.5,,,MariaDB v10.7 was discovered to contain an use-after-poison in in __interceptor_memset at /libsanitizer/sanitizer_common/sanitizer_common_interceptors.inc.,UTSA-2023-000081
CVE-2022-32089,2022-07-01,high,mariadb-10.3,unaffected,,,"X86,MIPS,ARM",,7.5,,,MariaDB v10.5 to v10.7 was discovered to contain a segmentation fault via the component st_select_lex_unit::exclude_level.,
CVE-2022-32088,2022-07-01,high,mariadb-10.3,fixed,1:10.3.36-0+deb10u2,,"X86,MIPS,ARM",,7.5,,,MariaDB v10.2 to v10.7 was discovered to contain a segmentation fault via the component Exec_time_tracker::get_loops/Filesort_tracker::report_use/filesort.,UTSA-2023-000082
CVE-2022-32087,2022-07-01,high,mariadb-10.3,fixed,1:10.3.36-0+deb10u2,,"X86,MIPS,ARM",,7.5,,,MariaDB v10.2 to v10.7 was discovered to contain a segmentation fault via the component Item_args::walk_args.,UTSA-2023-000083
CVE-2022-32086,2022-07-01,high,mariadb-10.3,unaffected,,,"X86,MIPS,ARM",,7.5,,,MariaDB v10.4 to v10.8 was discovered to contain a segmentation fault via the component Item_field::fix_outer_field.,
CVE-2022-32085,2022-07-01,high,mariadb-10.3,fixed,1:10.3.36-0+deb10u2,,"X86,MIPS,ARM",,7.5,,,MariaDB v10.2 to v10.7 was discovered to contain a segmentation fault via the component Item_func_in::cleanup/Item::cleanup_processor.,UTSA-2023-000084
CVE-2022-32084,2022-07-01,high,mariadb-10.3,fixed,1:10.3.36-0+deb10u2,,"X86,MIPS,ARM",,7.5,,,MariaDB v10.2 to v10.7 was discovered to contain a segmentation fault via the component sub_select.,UTSA-2023-000085
CVE-2022-32083,2022-07-01,high,mariadb-10.3,fixed,1:10.3.36-0+deb10u2,,"X86,MIPS,ARM",,7.5,,,MariaDB v10.2 to v10.6.1 was discovered to contain a segmentation fault via the component Item_subselect::init_expr_cache_tracker.,UTSA-2023-000086
CVE-2022-32082,2022-07-01,high,mariadb-10.3,unaffected,,,"X86,MIPS,ARM",,7.5,,,MariaDB v10.5 to v10.7 was discovered to contain an assertion failure at table->get_ref_count() == 0 in dict0dict.cc.,
CVE-2022-32081,2022-07-01,high,mariadb-10.3,unaffected,,,"X86,MIPS,ARM",,7.5,,,MariaDB v10.4 to v10.7 was discovered to contain an use-after-poison in prepare_inplace_add_virtual at /storage/innobase/handler/handler0alter.cc.,
CVE-2022-2288,2022-07-03,high,vim,unaffected,,,"X86,MIPS,ARM",,7.8,,,Out-of-bounds Write in GitHub repository vim/vim prior to 9.0.,
CVE-2022-2058,2022-06-30,medium,tiff,fixed,4.1.0.7-1+deepin,,"X86,MIPS,ARM",,6.5,,,"Divide By Zero error in tiffcrop in libtiff 4.4.0 allows attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit f3a5e010.",UTSA-2023-000689
CVE-2022-2057,2022-06-30,medium,tiff,fixed,4.1.0.7-1+deepin,,"X86,MIPS,ARM",,6.5,,,"Divide By Zero error in tiffcrop in libtiff 4.4.0 allows attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit f3a5e010.",UTSA-2023-000690
CVE-2022-2056,2022-06-30,medium,tiff,fixed,4.1.0.7-1+deepin,,"X86,MIPS,ARM",,6.5,,,"Divide By Zero error in tiffcrop in libtiff 4.4.0 allows attackers to cause a denial-of-service via a crafted tiff file. For users that compile libtiff from sources, the fix is available with commit f3a5e010.",UTSA-2023-000691
CVE-2022-33981,2022-06-18,low,kernel-5.10,unaffected,,,"X86,MIPS,ARM",,3.3,,,"drivers/block/floppy.c in the Linux kernel before 5.17.6 is vulnerable to a denial of service, because of a concurrency use-after-free flaw after deallocating raw_cmd in the raw_cmd_ioctl function.",
CVE-2022-33981,2022-06-18,low,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,3.3,,,"drivers/block/floppy.c in the Linux kernel before 5.17.6 is vulnerable to a denial of service, because of a concurrency use-after-free flaw after deallocating raw_cmd in the raw_cmd_ioctl function.",UTSA-2022-000671
CVE-2022-32250,2022-06-02,high,kernel-5.10,unaffected,,,"X86,MIPS,ARM",,7.8,,,net/netfilter/nf_tables_api.c in the Linux kernel through 5.18.1 allows a local user (able to create user/net namespaces) to escalate privileges to root because an incorrect NFT_STATEFUL_EXPR check leads to a use-after-free.,
CVE-2022-32207,2022-07-07,critical,curl,unaffected,无,"['curl', 'libcurl3-gnutls', 'libcurl3-nss', 'libcurl4', 'libcurl4-doc', 'libcurl4-gnutls-dev', 'libcurl4-nss-dev', 'libcurl4-openssl-dev']","X86,MIPS,ARM",,9.8,,,"When curl < 7.84.0 saves cookies, alt-svc and hsts data to local files, it makes the operation atomic by finalizing the operation with a rename from a temporary name to the final target file name.In that rename operation, it might accidentally *widen* the permissions for the target file, leaving the updated file accessible to more users than intended.",
CVE-2022-32205,2022-07-07,medium,curl,unaffected,7.64.1.10-4+dde,"['curl', 'libcurl3-gnutls', 'libcurl3-nss', 'libcurl4', 'libcurl4-doc', 'libcurl4-gnutls-dev', 'libcurl4-nss-dev', 'libcurl4-openssl-dev']","X86,MIPS,ARM",,4.3,,,"A malicious server can serve excessive amounts of `Set-Cookie:` headers in a HTTP response to curl and curl < 7.84.0 stores all of them. A sufficiently large amount of (big) cookies make subsequent HTTP requests to this, or other servers to which the cookies match, create requests that become larger than the threshold that curl uses internally to avoid sending crazy large requests (1048576 bytes) and instead returns an error.This denial state might remain for as long as the same cookies are kept, match and haven't expired. Due to cookie matching rules, a server on `foo.example.com` can set cookies that also would match for `bar.example.com`, making it it possible for a ""sister server"" to effectively cause a denial of service for a sibling site on the same second level domain using this method.",
CVE-2022-2153,2022-08-31,medium,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,5.5,,,"A flaw was found in the Linux kernel’s KVM when attempting to set a SynIC IRQ. This issue makes it possible for a misbehaving VMM to write to SYNIC/STIMER MSRs, causing a NULL pointer dereference. This flaw allows an unprivileged local attacker on the host to issue specific ioctl calls, causing a kernel oops condition that results in a denial of service.",UTSA-2022-000672
CVE-2022-2068,2022-06-21,critical,openssl,fixed,1.1.1d.11-1,,"X86,MIPS,ARM",,9.8,,,"In addition to the c_rehash shell command injection identified in CVE-2022-1292, further circumstances where the c_rehash script does not properly sanitise shell metacharacters to prevent command injection were found by code review. When the CVE-2022-1292 was fixed it was not discovered that there are other places in the script where the file names of certificates being hashed were possibly passed to a command executed through the shell. This script is distributed by some operating systems in a manner where it is automatically executed. On such operating systems, an attacker could execute arbitrary commands with the privileges of the script. Use of the c_rehash script is considered obsolete and should be replaced by the OpenSSL rehash command line tool. Fixed in OpenSSL 3.0.4 (Affected 3.0.0,3.0.1,3.0.2,3.0.3). Fixed in OpenSSL 1.1.1p (Affected 1.1.1-1.1.1o). Fixed in OpenSSL 1.0.2zf (Affected 1.0.2-1.0.2ze).",UTSA-2023-003628
CVE-2022-2129,2022-06-19,high,vim,fixed,2:8.1.0875.22-1+dde,,"X86,MIPS,ARM",,7.8,,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,UTSA-2022-000187
CVE-2022-2126,2022-06-19,high,vim,fixed,2:8.1.0875.22-1+dde,,"X86,MIPS,ARM",,7.8,,,Out-of-bounds Read in GitHub repository vim/vim prior to 8.2.,UTSA-2022-000188
CVE-2022-2125,2022-06-19,high,vim,fixed,2:8.1.0875.22-1+dde,,"X86,MIPS,ARM",,7.8,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,UTSA-2022-000186
CVE-2022-2124,2022-06-19,high,vim,fixed,2:8.1.0875.22-1+dde,,"X86,MIPS,ARM",,7.8,,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,UTSA-2022-000185
CVE-2022-21166,2022-06-15,medium,intel-microcode,fixed,3.20220510.1.1-deepin1,,"X86,MIPS,ARM",,5.5,,,Incomplete cleanup in specific special register write operations for some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,UTSA-2022-000192
CVE-2022-21127,2022-06-15,medium,intel-microcode,fixed,3.20220510.1.1-deepin1,,"X86,MIPS,ARM",,5.5,,,Incomplete cleanup in specific special register read operations for some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,UTSA-2022-000191
CVE-2022-21125,2022-06-15,medium,intel-microcode,fixed,3.20220510.1.1-deepin1,,"X86,MIPS,ARM",,5.5,,,Incomplete cleanup of microarchitectural fill buffers on some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,UTSA-2022-000190
CVE-2022-21123,2022-06-15,medium,intel-microcode,fixed,3.20220510.1.1-deepin1,,"X86,MIPS,ARM",,5.5,,,Incomplete cleanup of multi-core shared buffers for some Intel(R) Processors may allow an authenticated user to potentially enable information disclosure via local access.,UTSA-2022-000189
CVE-2022-2085,2022-06-16,medium,ghostscript,unaffected,,,"X86,MIPS,ARM",,5.5,,,"A NULL pointer dereference vulnerability was found in Ghostscript, which occurs when it tries to render a large number of bits in memory. When allocating a buffer device, it relies on an init_device_procs defined for the device that uses it as a prototype that depends upon the number of bits per pixel. For bpp > 64, mem_x_device is used and does not have an init_device_procs defined. This flaw allows an attacker to parse a large number of bits (more than 64 bits per pixel), which triggers a NULL pointer dereference flaw, causing an application to crash.",
CVE-2022-32981,2022-06-10,high,kernel-4.19,unaffected,,,"X86,MIPS,ARM",,7.8,,,An issue was discovered in the Linux kernel through 5.18.3 on powerpc 32-bit platforms. There is a buffer overflow in ptrace PEEKUSER and POKEUSER (aka PEEKUSR and POKEUSR) when accessing floating point registers.,
CVE-2022-2042,2022-06-10,high,vim,fixed,2:8.1.0875.21-1+dde,,"X86,MIPS,ARM",,7.8,,,Use After Free in GitHub repository vim/vim prior to 8.2.,UTSA-2022-000184
CVE-2022-32296,2022-06-05,low,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,3.3,,,"The Linux kernel before 5.17.9 allows TCP servers to identify clients by observing what source ports are used. This occurs because of use of Algorithm 4 (""Double-Hash Port Selection Algorithm"") of RFC 6056.",UTSA-2022-000673
CVE-2022-20154,2022-06-15,medium,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,6.4,,,"In lock_sock_nested of sock.c, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-174846563References: Upstream kernel",UTSA-2022-000674
CVE-2022-20141,2022-06-15,high,kernel-5.10,unaffected,,,"X86,MIPS,ARM",,7,,,"In ip_check_mc_rcu of igmp.c, there is a possible use after free due to improper locking. This could lead to local escalation of privilege when opening and closing inet sockets with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-112551163References: Upstream kernel",
CVE-2022-20132,2022-06-15,medium,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,4.6,,,"In lg_probe and related functions of hid-lg.c and other USB HID files, there is a possible out of bounds read due to improper input validation. This could lead to local information disclosure if a malicious USB HID device were plugged in, with no additional execution privileges needed. User interaction is not needed for exploitation.Product: AndroidVersions: Android kernelAndroid ID: A-188677105References: Upstream kernel",UTSA-2022-000675
CVE-2022-1975,2022-08-31,medium,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,5.5,,,There is a sleep-in-atomic bug in /net/nfc/netlink.c that allows an attacker to crash the Linux kernel by simulating a nfc device from user-space.,UTSA-2022-000676
CVE-2022-1974,2022-08-31,medium,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,4.1,,,A use-after-free flaw was found in the Linux kernel's NFC core functionality due to a race condition between kobject creation and delete. This vulnerability allows a local attacker with CAP_NET_ADMIN privilege to leak kernel information.,UTSA-2022-000677
CVE-2022-31813,2022-06-08,critical,apache2,fixed,2.4.41.6-1,,"X86,MIPS,ARM",,9.8,,,Apache HTTP Server 2.4.53 and earlier may not send the X-Forwarded-* headers to the origin server based on client side Connection header hop-by-hop mechanism. This may be used to bypass IP based authentication on the origin server/application.,UTSA-2023-001840
CVE-2022-30556,2022-06-08,high,apache2,fixed,2.4.41.6-1,,"X86,MIPS,ARM",,7.5,,,Apache HTTP Server 2.4.53 and earlier may return lengths to applications calling r:wsread() that point past the end of the storage allocated for the buffer.,UTSA-2023-001841
CVE-2022-30522,2022-06-08,high,apache2,fixed,2.4.41.6-1,,"X86,MIPS,ARM",,7.5,,,"If Apache HTTP Server 2.4.53 is configured to do transformations with mod_sed in contexts where the input to mod_sed may be very large, mod_sed may make excessively large memory allocations and trigger an abort.",UTSA-2023-001842
CVE-2022-29404,2022-06-08,high,apache2,fixed,2.4.41.6-1,,"X86,MIPS,ARM",,7.5,,,"In Apache HTTP Server 2.4.53 and earlier, a malicious request to a lua script that calls r:parsebody(0) may cause a denial of service due to no default limit on possible input size.",UTSA-2023-001843
CVE-2022-28615,2022-06-08,critical,apache2,fixed,2.4.41.6-1,,"X86,MIPS,ARM",,9.1,,,"Apache HTTP Server 2.4.53 and earlier may crash or disclose information due to a read beyond bounds in ap_strcmp_match() when provided with an extremely large input buffer. While no code distributed with the server can be coerced into such a call, third-party modules or lua scripts that use ap_strcmp_match() may hypothetically be affected.",UTSA-2023-001844
CVE-2022-28614,2022-06-08,medium,apache2,fixed,2.4.41.6-1,,"X86,MIPS,ARM",,5.3,,,"The ap_rwrite() function in Apache HTTP Server 2.4.53 and earlier may read unintended memory if an attacker can cause the server to reflect very large input using ap_rwrite() or ap_rputs(), such as with mod_luas r:puts() function. Modules compiled and distributed separately from Apache HTTP Server that use the 'ap_rputs' function and may pass it a very large (INT_MAX or larger) string must be compiled against current headers to resolve the issue.",UTSA-2023-001845
CVE-2022-26377,2022-06-08,high,apache2,fixed,2.4.41.6-1,,"X86,MIPS,ARM",,7.5,,,Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling') vulnerability in mod_proxy_ajp of Apache HTTP Server allows an attacker to smuggle requests to the AJP server it forwards requests to. This issue affects Apache HTTP Server Apache HTTP Server 2.4 version 2.4.53 and prior versions.,UTSA-2023-001846
CVE-2022-28736,2023-07-19,high,grub2,fixed,2.04.21-18,,"X86,MIPS,ARM",,7.8,,,There's a use-after-free vulnerability in grub_cmd_chainloader() function; The chainloader command is used to boot up operating systems that doesn't support multiboot and do not have direct support from GRUB2. When executing chainloader more than once a use-after-free vulnerability is triggered. If an attacker can control the GRUB2's memory allocation pattern sensitive data may be exposed and arbitrary code execution can be achieved.,UTSA-2023-001862
CVE-2022-28735,2023-07-19,high,grub2,unaffected,,,"X86,MIPS,ARM",,7.8,,,The GRUB2's shim_lock verifier allows non-kernel files to be loaded on shim-powered secure boot systems. Allowing such files to be loaded may lead to unverified code and modules to be loaded in GRUB2 breaking the secure boot trust-chain.,
CVE-2022-2000,2022-06-07,high,vim,fixed,2:8.1.0875.20-1+dde,,"X86,MIPS,ARM",,7.8,,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,UTSA-2022-000183
CVE-2022-1968,2022-06-02,high,vim,fixed,2:8.1.0875.19-1+dde,,"X86,MIPS,ARM",,7.8,,,Use After Free in GitHub repository vim/vim prior to 8.2.,UTSA-2022-000182
CVE-2022-1966,2022-06-06,,kernel-5.10,fixed,#20.00.51.16-CVE/#20.00.50.28-CVE,,"X86,MIPS,ARM",,,,,A use-after-free vulnerability was found in the Linux kernel's Netfilter subsystem in net/netfilter/nf_tables_api.c. This flaw allows a local attacker with user access to cause a privilege escalation issue.,UTSA-2022-000172
CVE-2022-31015,2022-05-31,medium,waitress,unaffected,,,"X86,MIPS,ARM",,5.9,,,"Waitress is a Web Server Gateway Interface server for Python 2 and 3. Waitress versions 2.1.0 and 2.1.1 may terminate early due to a thread closing a socket while the main thread is about to call select(). This will lead to the main thread raising an exception that is not handled and then causing the entire application to be killed. This issue has been fixed in Waitress 2.1.2 by no longer allowing the WSGI thread to close the socket. Instead, that is always delegated to the main thread. There is no work-around for this issue. However, users using waitress behind a reverse proxy server are less likely to have issues if the reverse proxy always reads the full response.",
CVE-2022-1942,2022-05-31,high,vim,fixed,2:8.1.0875.18-1+dde,,"X86,MIPS,ARM",,7.8,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,UTSA-2022-000179
CVE-2022-1462,2022-05-31,medium,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,6.3,,,An out-of-bounds read flaw was found in the Linux kernel’s TeleTYpe subsystem. The issue occurs in how a user triggers a race condition using ioctls TIOCSPTLCK and TIOCGPTPEER and TIOCSTI and TCXONC with leakage of memory in the flush_to_ldisc function. This flaw allows a local user to crash the system or read unauthorized random data from memory.,UTSA-2022-000678
CVE-2022-1927,2022-05-29,high,vim,unaffected,,,"X86,MIPS,ARM",,7.8,,,Buffer Over-read in GitHub repository vim/vim prior to 8.2.,
CVE-2022-1898,2022-05-27,high,vim,fixed,2:8.1.0875.17-1+dde,,"X86,MIPS,ARM",,7.8,,,Use After Free in GitHub repository vim/vim prior to 8.2.,UTSA-2022-000176
CVE-2022-1897,2022-05-27,high,vim,fixed,2:8.1.0875.17-1+dde,,"X86,MIPS,ARM",,7.8,,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.,UTSA-2022-000175
CVE-2022-30595,2022-05-25,critical,pillow,unaffected,,,"X86,MIPS,ARM",,9.8,,,libImaging/TgaRleDecode.c in Pillow 9.1.0 has a heap buffer overflow in the processing of invalid TGA image files.,
CVE-2022-26691,2022-05-26,medium,cups,fixed,2.3.0.2-1+dde,,"X86,MIPS,ARM",,6.7,,,"A logic issue was addressed with improved state management. This issue is fixed in Security Update 2022-003 Catalina, macOS Monterey 12.3, macOS Big Sur 11.6.5. An application may be able to gain elevated privileges.",UTSA-2022-000178
CVE-2022-1886,2022-05-26,high,vim,unaffected,,,"X86,MIPS,ARM",,7.8,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.,
CVE-2022-1836,2022-06-19,,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,,,,** REJECT ** DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: CVE-2022-33981. Reason: This candidate is a reservation duplicate of CVE-2022-33981. Notes: All CVE users should reference CVE-2022-33981 instead of this candidate. All references and descriptions in this candidate have been removed to prevent accidental usage.,UTSA-2022-000679
CVE-2022-1729,2022-09-01,high,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,X86,,7,,,"A race condition was found the Linux kernel in perf_event_open() which can be exploited by an unprivileged user to gain root privileges. The bug allows to build several exploit primitives such as kernel address information leak, arbitrary execution, etc.",UTSA-2022-000680
CVE-2022-1664,2022-05-26,critical,dpkg,fixed,1.19.7.8-1+dde,,"X86,MIPS,ARM",,9.8,,,"Dpkg::Source::Archive in dpkg, the Debian package management system, before version 1.21.8, 1.20.10, 1.19.8, 1.18.26 is prone to a directory traversal vulnerability. When extracting untrusted source packages in v2 and v3 source package formats that include a debian.tar, the in-place extraction can lead to directory traversal situations on specially crafted orig.tar and debian.tar tarballs.",UTSA-2022-000177
CVE-2022-1348,2022-05-25,medium,logrotate,unaffected,,,"X86,MIPS,ARM",,6.5,,,"A vulnerability was found in logrotate in how the state file is created. The state file is used to prevent parallel executions of multiple instances of logrotate by acquiring and releasing a file lock. When the state file does not exist, it is created with world-readable permission, allowing an unprivileged user to lock the state file, stopping any rotation. This flaw affects logrotate versions before 3.20.0.",
CVE-2022-1796,2022-05-19,high,vim,fixed,2:8.1.0875.15-1+dde,,"X86,MIPS,ARM",,7.8,,,Use After Free in GitHub repository vim/vim prior to 8.2.4979.,UTSA-2022-000169
CVE-2022-1785,2022-05-19,high,vim,fixed,2:8.1.0875.15-1+dde,,"X86,MIPS,ARM",,7.8,,,Out-of-bounds Write in GitHub repository vim/vim prior to 8.2.4977.,UTSA-2022-000168
CVE-2022-1771,2022-05-18,medium,vim,fixed,2:8.1.0875.15-1+dde,,"X86,MIPS,ARM",,5.5,,,Uncontrolled Recursion in GitHub repository vim/vim prior to 8.2.4975.,UTSA-2022-000167
CVE-2022-1679,2022-05-16,high,kernel-5.10,fixed,#20.00.50.34-CVE/#20.00.51.26-CVE/#20.00.52.12-CVE,,"X86,MIPS,ARM",,7.8,,,A use-after-free flaw was found in the Linux kernel’s Atheros wireless adapter driver in the way a user forces the ath9k_htc_wait_for_target function to fail with some input messages. This flaw allows a local user to crash or potentially escalate their privileges on the system.,UTSA-2023-001961
CVE-2022-1679,2022-05-16,high,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,7.8,,,A use-after-free flaw was found in the Linux kernel’s Atheros wireless adapter driver in the way a user forces the ath9k_htc_wait_for_target function to fail with some input messages. This flaw allows a local user to crash or potentially escalate their privileges on the system.,UTSA-2022-000681
CVE-2022-1183,2022-05-19,high,bind9,unaffected,9.18.3,,"X86,MIPS,ARM",,7.5,,,"On vulnerable configurations, the named daemon may, in some circumstances, terminate with an assertion failure. Vulnerable configurations are those that include a reference to http within the listen-on statements in their named.conf. TLS is used by both DNS over TLS (DoT) and DNS over HTTPS (DoH), but configurations using DoT alone are unaffected. Affects BIND 9.18.0 -> 9.18.2 and version 9.19.0 of the BIND 9.19 development branch.",
CVE-2022-1735,2022-05-17,high,vim,fixed,2:8.1.0875.15-1+dde,,"X86,MIPS,ARM",,7.8,,,Classic Buffer Overflow in GitHub repository vim/vim prior to 8.2.4969.,UTSA-2022-000171
CVE-2022-1733,2022-05-17,high,vim,fixed,2:8.1.0875.15-1+dde,,"X86,MIPS,ARM",,7.8,,,Heap-based Buffer Overflow in GitHub repository vim/vim prior to 8.2.4968.,UTSA-2022-000170
CVE-2022-30294,2022-05-06,critical,webkit2gtk,fixed,2.36.3.1-1+dde,,"X86,MIPS,ARM",,9.8,,,"In WebKitGTK through 2.36.0 (and WPE WebKit), there is a use-after-free in WebCore::TextureMapperLayer::setContentsLayer in WebCore/platform/graphics/texmap/TextureMapperLayer.cpp.",UTSA-2022-000181
CVE-2022-30293,2022-05-06,high,webkit2gtk,fixed,2.36.3.1-1+dde,,"X86,MIPS,ARM",,7.5,,,"In WebKitGTK through 2.36.0 (and WPE WebKit), there is a heap-based buffer overflow in WebCore::TextureMapperLayer::setContentsLayer in WebCore/platform/graphics/texmap/TextureMapperLayer.cpp.",UTSA-2022-000180
CVE-2022-25762,2022-05-13,high,tomcat9,unaffected,,,"X86,MIPS,ARM",,8.6,,,"If a web application sends a WebSocket message concurrently with the WebSocket connection closing when running on Apache Tomcat 8.5.0 to 8.5.75 or Apache Tomcat 9.0.0.M1 to 9.0.20, it is possible that the application will continue to use the socket after it has been closed. The error handling triggered in this case could cause the a pooled object to be placed in the pool twice. This could result in subsequent connections using the same object concurrently which could result in data being returned to the wrong use and/or other errors.",
CVE-2022-1674,2022-05-12,medium,vim,fixed,2:8.1.0875.14-1+dde,,"X86,MIPS,ARM",,5.5,,,NULL Pointer Dereference in function vim_regexec_string at regexp.c:2733 in GitHub repository vim/vim prior to 8.2.4938. NULL Pointer Dereference in function vim_regexec_string at regexp.c:2733 allows attackers to cause a denial of service (application crash) via a crafted input.,UTSA-2022-000166
CVE-2022-1552,2022-08-31,high,postgresql-11,fixed,11.18-0+deb10u1,,"X86,MIPS,ARM",,8.8,,,"A flaw was found in PostgreSQL. There is an issue with incomplete efforts to operate safely when a privileged user is maintaining another user's objects. The Autovacuum, REINDEX, CREATE INDEX, REFRESH MATERIALIZED VIEW, CLUSTER, and pg_amcheck commands activated relevant protections too late or not at all during the process. This flaw allows an attacker with permission to create non-temporary objects in at least one schema to execute arbitrary SQL functions under a superuser identity.",UTSA-2023-000977
CVE-2022-1012,2022-08-05,high,kernel-5.10,fixed,#20.00.50.34-CVE/#20.00.51.26-CVE/#20.00.52.12-CVE,,"X86,MIPS,ARM",,8.2,,,A memory leak problem was found in the TCP source port generation algorithm in net/ipv4/tcp.c due to the small table perturb size. This flaw may allow an attacker to information leak and may cause a denial of service problem.,UTSA-2023-001962
CVE-2022-1012,2022-08-05,high,kernel-4.19,fixed,x86:#5220#5312  arm:#5220#5312 loongarch:#5220#5312 mips:#5228/5230#5328/5330,,"X86,MIPS,ARM",,8.2,,,A memory leak problem was found in the TCP source port generation algorithm in net/ipv4/tcp.c due to the small table perturb size. This flaw may allow an attacker to information leak and may cause a denial of service problem.,UTSA-2022-000682
